,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3826,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3827,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3828,Malaria, Chills, Vomiting, High fever, Sweating
3829,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3830,Dengue, Skin rash, Chills, Joint pain, Vomiting
3831,Typhoid, Chills, Vomiting, Fatigue, High fever
3832,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3833,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3834,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3835,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3836,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3837,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3838,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3839,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3840,Pneumonia, Chills, Fatigue, Cough, High fever
3841,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3842,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3843,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3844,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3845,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3846,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3847,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3848,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3849,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3850,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3851,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3852,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3853,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3854,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3855,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3856,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3857,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3858,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3859,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3860,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3861,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3862,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3863,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3864,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3865,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3866,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3867,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3868,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3869,Malaria, Chills, Vomiting, High fever, Sweating
3870,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3871,Dengue, Skin rash, Chills, Joint pain, Vomiting
3872,Typhoid, Chills, Vomiting, Fatigue, High fever
3873,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3874,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3875,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3876,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3877,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3878,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3879,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3880,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3881,Pneumonia, Chills, Fatigue, Cough, High fever
3882,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3883,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3884,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3885,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3886,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3887,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3888,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3889,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3890,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3891,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3892,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3893,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3894,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3895,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3896,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3897,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3898,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3899,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3900,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3901,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3902,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3903,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3904,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3905,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3906,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3907,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3908,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3909,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3910,Malaria, Chills, Vomiting, High fever, Sweating
3911,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3912,Dengue, Skin rash, Chills, Joint pain, Vomiting
3913,Typhoid, Chills, Vomiting, Fatigue, High fever
3914,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3915,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3916,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3917,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3918,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3919,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3920,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3921,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3922,Pneumonia, Chills, Fatigue, Cough, High fever
3923,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3924,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3925,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3926,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3927,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3928,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3929,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3930,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3931,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3932,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3933,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3934,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3935,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3936,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3937,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3938,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3939,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3940,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3941,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3942,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3943,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3944,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3945,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3946,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3947,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3948,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3949,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3950,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3951,Malaria, Chills, Vomiting, High fever, Sweating
3952,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3953,Dengue, Skin rash, Chills, Joint pain, Vomiting
3954,Typhoid, Chills, Vomiting, Fatigue, High fever
3955,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3956,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3957,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3958,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3959,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3960,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3961,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3962,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3963,Pneumonia, Chills, Fatigue, Cough, High fever
3964,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3965,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3966,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3967,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3968,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3969,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3970,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3971,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3972,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3973,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3974,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3975,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3976,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3977,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3978,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3979,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3980,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3981,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3982,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3983,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3984,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3985,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3986,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3987,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3988,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3989,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3990,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3991,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3992,Malaria, Chills, Vomiting, High fever, Sweating
3993,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3994,Dengue, Skin rash, Chills, Joint pain, Vomiting
3995,Typhoid, Chills, Vomiting, Fatigue, High fever
3996,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3997,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3998,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3999,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4000,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4001,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4002,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4003,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4004,Pneumonia, Chills, Fatigue, Cough, High fever
4005,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4006,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4007,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4008,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4009,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4010,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4011,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4012,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4013,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4014,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4015,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4016,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4017,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4018,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4019,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4020,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4021,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4022,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4023,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4024,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4025,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4026,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4027,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4028,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4029,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4030,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4031,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4032,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4033,Malaria, Chills, Vomiting, High fever, Sweating
4034,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4035,Dengue, Skin rash, Chills, Joint pain, Vomiting
4036,Typhoid, Chills, Vomiting, Fatigue, High fever
4037,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4038,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4039,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4040,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4041,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4042,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4043,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4044,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4045,Pneumonia, Chills, Fatigue, Cough, High fever
4046,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4047,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4048,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4049,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4050,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4051,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4052,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4053,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4054,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4055,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4056,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4057,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4058,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4059,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4060,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4061,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4062,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4063,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4064,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4065,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4066,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4067,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4068,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4069,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4070,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4071,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4072,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4073,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4074,Malaria, Chills, Vomiting, High fever, Sweating
4075,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4076,Dengue, Skin rash, Chills, Joint pain, Vomiting
4077,Typhoid, Chills, Vomiting, Fatigue, High fever
4078,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4079,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4080,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4081,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4082,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4083,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4084,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4085,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4086,Pneumonia, Chills, Fatigue, Cough, High fever
4087,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4088,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4089,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4090,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4091,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4092,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4093,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4094,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4095,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4096,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4097,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4098,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4099,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4100,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4101,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4102,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4103,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4104,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4105,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4106,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4107,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4108,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4109,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4110,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4111,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4112,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4113,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4114,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4115,Malaria, Chills, Vomiting, High fever, Sweating
4116,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4117,Dengue, Skin rash, Chills, Joint pain, Vomiting
4118,Typhoid, Chills, Vomiting, Fatigue, High fever
4119,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4120,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4121,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4122,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4123,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4124,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4125,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4126,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4127,Pneumonia, Chills, Fatigue, Cough, High fever
4128,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4129,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4130,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4131,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4132,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4133,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4134,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4135,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4136,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4137,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4138,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4139,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4140,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4141,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4142,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4143,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4144,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4145,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4146,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4147,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4148,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4149,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4150,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4151,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4152,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4153,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4154,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4155,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4156,Malaria, Chills, Vomiting, High fever, Sweating
4157,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4158,Dengue, Skin rash, Chills, Joint pain, Vomiting
4159,Typhoid, Chills, Vomiting, Fatigue, High fever
4160,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4161,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4162,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4163,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4164,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4165,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4166,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4167,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4168,Pneumonia, Chills, Fatigue, Cough, High fever
4169,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4170,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
4171,Varicose veins, Fatigue, Cramps, Bruising, Obesity
4172,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
4173,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
4174,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
4175,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
4176,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
4177,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
4178,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
4179,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
4180,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
4181,Impetigo, Skin rash, High fever, Blister, Red sore around nose
4182,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
4183,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
4184,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
4185,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
4186,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
4187,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
4188,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
4189,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
4190,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
4191,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
4192,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
4193,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
4194,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
4195,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
4196,Jaundice,Itching, Vomiting, Fatigue, Weight loss
4197,Malaria, Chills, Vomiting, High fever, Sweating
4198,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
4199,Dengue, Skin rash, Chills, Joint pain, Vomiting
4200,Typhoid, Chills, Vomiting, Fatigue, High fever
4201,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
4202,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
4203,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
4204,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
4205,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
4206,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
4207,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
4208,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
4209,Pneumonia, Chills, Fatigue, Cough, High fever
4210,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
4211,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
